id,product_id,store_id,price,stock_status,last_updated
464,93,4,174.49,in_stock,2026-02-28 19:03:10.657
465,93,5,141.14,in_stock,2026-02-18 19:03:10.657
466,94,1,207.6,in_stock,2026-03-02 19:03:10.657
467,94,2,202.95,in_stock,2026-02-27 19:03:10.657
468,94,3,184.16,in_stock,2026-02-19 19:03:10.657
469,94,4,199.3,in_stock,2026-02-26 19:03:10.657
470,94,5,176.57,in_stock,2026-02-26 19:03:10.657
471,95,1,71.78,in_stock,2026-02-20 19:03:10.657
472,95,2,83.1,low_stock,2026-02-19 19:03:10.657
473,95,3,87.69,in_stock,2026-02-18 19:03:10.657
474,95,4,72.47,in_stock,2026-02-19 19:03:10.657
475,95,5,75.29,in_stock,2026-02-19 19:03:10.657
476,96,1,109.14,in_stock,2026-03-03 19:03:10.657
477,96,2,124.96,in_stock,2026-02-18 19:03:10.657
478,96,3,135.4,in_stock,2026-02-27 19:03:10.657
479,96,4,111.73,in_stock,2026-02-28 19:03:10.657
480,96,5,115.98,in_stock,2026-03-03 19:03:10.657
481,97,1,220.33,in_stock,2026-02-24 19:03:10.657
482,97,2,272.14,in_stock,2026-02-24 19:03:10.657
483,97,3,264.44,out_of_stock,2026-02-23 19:03:10.657
484,97,4,239.54,low_stock,2026-02-27 19:03:10.657
485,97,5,281.14,low_stock,2026-02-28 19:03:10.657
486,98,1,51.47,in_stock,2026-02-21 19:03:10.657
487,98,2,55.5,in_stock,2026-02-20 19:03:10.657
488,98,3,52.42,in_stock,2026-02-26 19:03:10.657
489,98,4,49.33,in_stock,2026-02-25 19:03:10.657
490,98,5,57.38,in_stock,2026-02-25 19:03:10.657
491,99,1,108.92,in_stock,2026-02-28 19:03:10.657
492,99,2,92.24,in_stock,2026-02-23 19:03:10.657
493,99,3,97.88,in_stock,2026-02-21 19:03:10.657
494,99,4,90.26,in_stock,2026-02-23 19:03:10.657
495,99,5,100.53,in_stock,2026-02-22 19:03:10.657
496,100,1,53.69,in_stock,2026-02-26 19:03:10.657
497,100,2,51.83,low_stock,2026-02-24 19:03:10.657
498,100,3,53.93,in_stock,2026-03-01 19:03:10.657
499,100,4,50.95,in_stock,2026-02-27 19:03:10.657
500,100,5,52.69,in_stock,2026-02-24 19:03:10.657
